code,label
4213010000000,Pfandleiher/in
4213020000000,Geldverleiher/in
4214000100018,Kontosammler/in
4214000200018,Charity-Sammler/in
4214000300018,Schuldeneintreiber/in
4214000800018,Zahlungssammler/in
4214010000000,"Mitarbeiter/in im Forderungswesen (Schulden, Miete oder Bargeld)"
4214020000000,Sachbearbeiter/in Rechnungswesen
4221000100018,Flugscheinvermittler/in
4221000200018,Flugbegleiter beim Check-in
4221000300018,Check-in-Begleiter/in
4221001300018,Tourismusinformationsangestellter/in
4221001400018,Reisevermittler/in
4221001500018,Reisebürokauffrau
4221001600018,Reiseleiter/in
4221001800018,Reiseinformationsangestellter/in
4221001900018,Reisebürokaufmann
4221002000018,Fahrkartenschreiber/in
4221020000000,Reisebüroangestellte/r (Flugreisen)
4221040000000,Reiseberater/in
4222000100018,Call-Center Trainer/in
4222000200018,Kundendienst für Call-Center Betreiber/in
4222010000000,Mitarbeiter/in Informationsschalter
4222020000000,Call-Center Agent/in Inbound (eingehende Anrufe)
4222030000000,Mitarbeiter/in Kundeninformation
4222040000000,Kundendienstvertreter/in
4222050000000,Telefonist/in Notrufzentrale
4222060000000,Vorarbeiter/in - Telefoncenter
4223000100018,Anrufbeantworter/in
4223001100016,Pflegeanruf Call-Center
4223010000000,Telefonzentralenoperator/in
4223020000000,Telefonist/in
4224010000000,Mitarbeiter/in Empfang
4225000100018,Beschwerdeführer/in
4225000200018,Schalter der Gegenanfrage
4225010000000,Mitarbeiter/in Anfragen-/Beschwerdemanagement
4226000100018,Terminschreiber/in
4226000200018,Zahnärztliche Empfangsdame
4226000300018,Arzthelferin
4226010000000,Empfangskraft
4226020000000,Garage an der Rezeption
4226030000000,"Empfangskraft, Telefonist/in"
4226040000000,Angestellte/r in der Immobilienvermietung
4226050000000,Angestellte/r im Verleih von Straßen- und Wasserfahrzeugen
4226990000000,Angestellte/r im Verleih von anderen Produkten
4227000100018,Interviews mit den Offiziersumfragen
4227000200016,Interviewer/in Marktforschung oder Umfragen
4227000300018,Interviewer (öffentliche Meinung)
4227000400018,Interviewer (Umfragen)
4227000500018,Interview-Assistent
4227000900018,Telefoninterviewer/in
4229000100018,Berechtigungsinterviewer/in
4229000200016,Home Manager/in - Assistent / Stellvertreter/in
4229000300018,Krankenhausangestellter/in
4229000400016,Wohnungsassistent
4229000600016,Nachbarschaftsassistent
4229000700016,Nachbarschafts-Manager/in
4229000800016,Nachbarschaftsoffizier/in
4229001100016,Projektarbeiter/in
4229001400016,Unterstützung arbeiter/in
4229001500016,Teamleiter/in
4229001600016,Mieterunterstützungsarbeiter/in
4229020000000,Sonstige Berufe im Bereich Kundeninformation
4311000100018,Auktionsschreiber/in
4311000200018,Sachbearbeiter in der Buchhaltung
4311000300018,Sachbearbeiter für Kostenkontrolle
4311000400018,Kreditkontrolleur
4311001600018,Bürokaufmann
4311020000000,Sachbearbeiter/in Buchhaltung
4311030000099,Sachbearbeiter/in (Sonstige)
4311040000000,Rechnungssachbearbeiter/in
4311050000000,Sachbearbeiter/in fuer neue Konten
4312000100018,Anpassungsangestellter/in
4312000300018,Investment Sachbearbeiter/in
4312002100018,Börsenmakler/in
4312002200018,Superannuation Schreiber/in
4312010000000,Statistikauswerter/in
4312020000000,Finanzbuchhalter/in
4312030000000,Versicherungsangestellte/r
4312040000000,Versicherungssachbearbeiter/in
4312050000000,Schadensregulierer/in
4312060000000,Kreditgenehmiger/in
4312070000000,Angestellte/r der Kreditabteilung
4312090000000,Kreditsachbearbeiter/in
4312100000000,Steuerangestellter/in
4312110000000,Sachbearbeiter/in Maklerbüro
4313010000000,Angestellte/r der Lohn- und Gehaltsabteilung
4321000100018,Dispatch Stock Clerk
4321000200018,Frachtschreiber/in
4321000300018,Möbelverwalter/in
4321003400018,Stock Control Sachbearbeiter/in
4321003500018,Magazinverwalter/in (Werkstoffe)
4321003700018,Versorgungsangestellter/in
4321003800018,Waage-Angestellter/in
4321010000000,Sachbearbeiter/in Lagerhaltung
4321020000000,Auftragsverwalter/in
4321030000000,Logistikmitarbeiter/in
4321040000000,Wäger/in
4321050000000,Frachtsachbearbeiter/in
4321060000013,Lagerhalter/in
4322000100018,Sachbearbeiterin
4322010000000,Sachbearbeiter/in Produktion
4322020000000,Sachbearbeiter/in Produktionsplanung
4322030000000,Mitarbeiter/in Materialplanung
4322050000000,Angestelle/r Transportplanung
4322060000000,Bauablaufplaner/in
4322160000000,Mitarbeiter/in Auftragsplanung
4323000100018,Fluglotsenangestellter/in
4323000200018,Schiffsabfertiger/in
4323000300018,Bus Dispatcher/in
4323000500018,Frachtabfertiger/in
4323000600018,Ferry Schreiber/in
4323000700018,Flight Dispatcher/in
4323000800018,Frachtschreiber/in (Versand)
4323000900018,Gas-Dispatcher/in
4323002600018,Öl-Versandangestellter/in
4323003000018,Transportangestellter/in
4323003100018,Truck Dispatcher/in
4323003200018,Wassertransportschreiber/in
4323003300018,Wharf Schreiber/in
4323010000000,Kaufmann/-frau für Spedition und Logistikdienstleistung
4323020000000,Flugbetriebsassistent/in
4323030000000,Frachtspediteur/in
4411000100018,Kauf von Bibliothekskäufern
4411000200018,Schreiberbibliothek Klassifizierung
4411000300018,Angestellte/r Bibliothek Darlehen
4411000400018,Frankiermaschine Schreiber/in
4411000500018,Bibliotheksordner/in
4411010000000,Büroangestellte/r in der Bibliothek
4412000100018,Postbeamter entsenden
4412000200018,Postbeamter für Dokumentenkontrolle
4412000300018,Postsortierer/in
4412001200016,Post-Zusteller/in
4412010000000,Bürobote/Bürobotin
4412030000000,Mitarbeiter/in Poststelle
4412040000000,Briefträger/in
4413000100018,Korrekturleser/in
4413010000000,Kodierer/in
4413020000000,Korrektor/in
4414010000000,Ausfüllkraft für Vordrucke
4415000100018,Dokumentationsmitarbeiter/in
4415000500018,Fotokopierer/in
4415010000000,Registrator/in
4416000100018,Crew Scheduling Schreiber/in
4416000200018,Angestellte/r Personal
4416000300018,Personaldatenschreiber/in
4416010000000,Fachkaufmann/-frau - Personal
4416020000000,Sachbearbeiter/in Personalplanung
4419000100018,Adressiermaschine Sachbearbeiter/in
4419000200018,Korrespondenzschreiber/in
4419000300018,Mail List Schreiber/in
4419010000000,Mitarbeiter/in Werbung
5111000100018,Air-Hostess
5111010000000,Chef-Steward/Chef-Stewardess
5111020000000,Flughafenmitarbeiterin
5111030000000,Steward/ess
5111040000000,Schiffssteward(ess)
5111050000000,Zugbegleiter/in
5111060000013,Gate-Agent
5112000100018,Busschaffner/in
5112000200018,Fahrer Autokabel
5112000300018,Fährbootfahrer/in
5112000400018,Luftkissenfahrzeugfahrer/in
5112000600018,Passagiere trainieren Wache
5112000900018,Bahnhofsschaffner/in
5112001000018,Straßenbahnschaffner/in
5112001100018,Schaffner/in
5112020000000,Bahnhofsvorsteher/in
5112030000000,Zugchef/in
5112040000000,Transportassistent/in
5112050000000,"Chauffeur/in für Zug, Straßenbahn, U-Bahn oder Bus"
5113000100018,Führer/in kunstgalerie
5113000200018,Stadtführer/in
5113000300018,Entdeckungsführer/in
5113000400018,Leitfaden für Industriebetriebe
5113000500018,Naturparkführer/in
5113000700018,Safari-Führer/in
5113000800018,Freizeitparkführer/in
5113001000018,Gastgeber-Tour
5113001100018,Fremdenführer/in
5113010000000,Reiseführer/in
5113020000000,Ferienhostess
5113030000000,Museumsführer/in
5120000400016,Koreanisches Essen kochen
5120000500018,Chaos kochen
5120001400018,Spezielle Diäten kochen
5120001500016,Tee kochen
5120001600018,Gemüsekoch
5120020000000,Filialleiter/in eines Fast-Food-Restaurants
5120030000000,Leiter/in der Gastronomie
5120040000000,Mitarbeiter/in Essenszubereitung
5120050000000,Koch/Köchin in einer Einrichtung
5120060000000,Koch/Köchin (in einem Restaurant)
5120070000000,Schiffskoch/Schiffsköchin
5120080000000,Vorarbeiter/in Servicepersonal Speisen
5120100000000,Chinesisch Koch/in
5120110000000,Europäisches Essen kochen
5120120000000,Japanischer Koch/in
5120140000000,Indische Koch/in
5120150000000,Südamerikanischer Koch/in
5120160000000,Indonesische Koch/in
5120990000000,Koch/in (Sonstige)
5131000300018,Verwalter der Verwirrung
5131000800016,Restaurantfachmann/-frau
5131000900018,Weinkellner/in
5131010127600,Oberkellner/in
5131030000000,"Servicekraft, ohne Restaurant"
5131040000000,Hostess
5131050000000,Servicekraft im Restaurant
5131050000013,Essen und Getränke
5132000100018,Bar Getränkeservice Begleiter/in
5132010000000,Barkeeper/in
5141000100018,"Stylist, Haare"
5141010000000,Friseur/in
5141020000000,Herrenfriseur; Herrenfriseuse
5141030000000,Perückenmacher/in
5142000800018,Persönlicher Stylist
5142000900018,Spa-Begleiter/in
5142001000018,Türkischer Bademeister/in
5142001100018,Gewichtsverlust Berater/in
5142010000000,Kosmetiker/in
5142020000000,Maskenbildner/in
5142030000000,Maniküre
5142040000000,Fußpfleger/in (Pediküre)
5142060000000,Bademeister/in oder Saunaaufsicht
5142160000000,Berater/in Schlankheitskur
5151000100018,Frühstücksbegleiter/in Hotel
5151000300018,Caravan Parkwärter/in
5151000400018,Schlafsaalwärter/in
5151000500018,Executive Haushälterin
5151000600018,Hotelzimmerwart
5151000700018,Hausverwalter/in
5151000800018,Haushälter/in hotel
5151010000000,"Hausmanager/in, Hausdame im Privathaushalt"
5151020000000,"Hauswirtschafter/in in Hotel, Büro oder anderen Einrichtungen"
5152000100018,Bed & Breakfast Betreiber/in
5152000200018,Gästehaus Betreiber/in
5152010000000,Haushälter/in
5152020000000,"Butler/in, Diener/in"
5153000100018,"Concierge, Gebäude"
5153010000000,Gebäudeschutzbeauftragte/r
5153010127600,Hausmeister/in (Privatwirtschaft)
5153020000000,Kirchendiener/in
5153030000000,Hausmeister/in
5161000100018,Astrologe/in
5161000200018,Hellseher/in
5161000300018,Feng-Shui-Berater/in
5161000400018,Handleser/in
5161000500018,Spiritueller Berater/in
5161000600018,Tarot-Kartenleser/in
5161010000000,"Sterndeuter/in, Wahrsager/in oder Ähnliches"
5162000100018,Begleiter/in
5162000200018,Begleiter/in (keine Altenpflege)
5162000300018,Valet-Personal
5162010000000,Bedienstete/r
5163000100018,Begräbnisbegleiter/in
5163000600018,Bestattungsunternehmer/in
5163000700018,Bestatter des Bestellers
5163010000000,Bestattungsmanager/in
5163020000000,Einbalsamierer/in
5163030000000,Bestattungshelfer/in
5164000100018,Tierpfleger/in
5164000200018,Tierreservehalter/in
5164000300018,Hundeausbildner/in
5164000400018,Revierjäger/in
5164000500018,Pferdetrainer/in
5164000600018,Kennel Keeper/in
5164000700018,Kennel Arbeiter/in
5164000800018,Labor Tierbegleiter/in
5164000900018,Labortierzüchter/in
5164002500018,Rennpferdetrainer/in
5164002700018,Zoowärter/in
5164010000000,Haustierzüchter/in
5164120000000,Tierpfleger/in (nicht in landwirtschaftlichen Betrieben)
5164130000000,Dresseur/in
5164140000000,Tierarzthelfer/in
5164150000000,Versuchstierpfleger/in
5164160000000,Stallknecht/in
5165020000000,Prüfer fahren
5165030000000,Fahrlehrer/in
5169000100018,Club-Gastgeber/in
5169000200018,Tanzpartner/in
5169000300018,Prostituierte
5169020000000,Angestellte/r in einer Frühstückspension
5169050000000,"Heimleiter/in, Hausvater/Hausmutter"
5169990000000,Sonstige Mitarbeiter/innen im Dienstleistungsbereich
5211000100018,Marktstand Verkäufer/in
5211000200018,Marktstandhalter/in
5211000400018,Verkäufer von Straßenständen
5211010000000,Verkäufer/in in einem Verkaufsstand
5211020000000,Markt- und Strassenverkäufer/in
5212000400018,Straßenverkäufer trinken
5212000500018,Straßenverkäufer Süßwasser/in
5212000600018,Straßenverkäufer Erfrischungen
5212010000000,Straßenverkäufer/in Schnellimbiss
5221000100018,Buchantiquar/in
5221000200018,Buchhändler/in
5221000300018,"Floristin, die ein Geschäft betreibt"
5221000900018,Zeitschriftenhändler/in
5221001000018,Online-Händler/in
5221001100016,Tripe Verkäufer/in
5221020000000,"Ladenbesitzer/in - Agrarhandel, Haustiere und Pflanzen"
5221050000000,Ladenbesitzer/in - Bauausstattung oder Komponenten
5221060000000,"Ladenbesitzer/in - Unterhaltungselektronik, Haushaltsgeräte"
5221070000000,Ladenbesitzer/in - Drogerie
5221080000000,"Ladenbesitzer/in - Lebensmittel, Getränke, Tabakprodukte"
5221090000000,"Ladenbesitzer/in - Schmuck, Luxusgüter"
5221110000000,"Ladenbesitzer/in - Zeitungen, Bücher, Musik, Videos, Spiele"
5221120000000,"Ladenbesitzer/in - Kleidung, Lederwaren"
5221140000000,Ladenbesitzer/in - Sport- oder Freizeitartikel
5221150000000,Werkstattleiter/in (Autohandel)
5221160000000,Obst- und Gemüsehändler/in
5221170000000,Lebensmittelhändler/in
5221180000000,Milchmann/frau
5221190000000,Ladenbesitzer/in Supermarkt
5221200000000,Geschäftsinhaber/in für Autoteile oder Benzin
5221210000000,Vorarbeiter/in Supermarkt
5221990000000,Sonstige geschäftsführende Tätigkeit (Inhaber/in)
5222000300016,Supervisor Tankstelle
5222010000000,"Ladenleiter/in - Agrarhandel, Haustiere und Pflanzen"
5222020000000,Ladenleiter/in - KFZ-Brennstoff
5222040000000,Ladenleiter/in - Bauausstattung oder Komponenten
5222050000000,"Ladenleiter/in - Unterhaltungselektronik, Haushaltsgeräte"
5222060000000,Ladenleiter/in - Drogerie
5222070000000,"Ladenleiter/in - Lebensmittel, Getränke, Tabakprodukte"
5222080000000,"Ladenleiter/in - Schmuck, Luxusgüter"
5222100000000,"Ladenleiter/in - Zeitungen, Bücher, Musik, Videos, Spiele"
5222110000000,"Ladenleiter/in - Kleidung, Lederwaren"
5222130000000,Ladenleiter/in - Sport- oder Freizeitartikel
5222990000000,Geschäftsleiter/in (Sonstige)
5223000100018,Autoleasing-Vertreter/in
5223000200018,Autoverkäufer/in
5223000400018,Apothekenverkäufer/in
5223000600018,Fahrzeug Leasing Agent
5223000700018,Großhandel Verkäufer/in
5223010000000,"Verkäufer/in - Agrarhandel, Haustiere und Pflanzen"
5223040000000,Verkäufer/in - Bauausstattung oder Komponenten
5223050000000,"Verkäufer/in - Unterhaltungselektronik, Haushaltsgeräte"
5223060000000,Verkäufer/in - Drogerie
5223070000000,"Verkäufer/in - Lebensmittel, Getränke, Tabakprodukte"
5223070127600,Fleischereifachverkäufer/in
5223080000000,"Verkäufer/in - Schmuck, Luxusgüter"
5223100000000,"Verkäufer/in - Zeitungen, Bücher, Musik, Videos, Spiele"
5223110000000,"Verkäufer/in - Kleidung, Lederwaren"
5223130000000,Verkäufer/in - Sport- oder Freizeitartikel
5223150000000,Verkäufer/in - KFZ-Brennstoff
5223160000000,"Verkaufsassistent/in Supermarkt, Kaufhaus"
5223170000000,Verkaufsassistent/in
5223990000000,Verkäufer/in  (Sonstige)
5230000100018,Tankstelle Kassiererin
5230000400018,Verkaufsstellenbetreiber/in
5230000500018,Kassierer/in in einem Restaurant
5230000600018,Fischzüchter/in
5230000700018,Supermarkt Kassierer/in
5230000800018,Ticketausstellungsmitarbeiter für Unterhaltungs- oder Sportveranstaltungen
5230000900018,Gebührensammler/in
5230010000000,Mitarbeiter/in Kartenverkauf
5230020000000,Kassierer/in
5230020127600,Kassierin im Einzelhandel
5230040000000,Mitarbeiter/in Reservierung oder Buchung
5241000100018,Werbemodell
5241000200018,Künstlermodell
5241000300018,Kleidungsdisplaymodell
5241000400018,Mannequin
5241010000000,Mannequin/Dressman
5242000100018,Merchandiser vorführen
5242010000000,Produktpräsentator/in
5243000100018,Tür-zu-Tür-Reisender/in
5243000200018,Partyplan-Gastgeber/in
5243000300018,Partyplan Verkäufer/in
5243010000000,Haustürverkäufer/in
5244000100018,Call-Center Betreiber kalt telefonieren
5244000200018,Kundenkontaktcenter-Verkäufer/in
5244000300018,Ebay-Verkäufer/in
5244000400018,Ebay-Handelsassistent
5244001400018,Telemarketer/in
5244001500018,Telefonwerber/in
5244001600018,Telefon oder Internet Sexarbeiter/in
5244001700018,Telesales-Vermarkter/in
5244010000000,Call-Center Agent/in Outbound (ausgehende Anrufe)
5244010000099,Call-Center Berufe (Sonstige)
5245000100018,Einfahrt Begleiter/in
5245010000000,Tankwart/in
5245120000000,Hilfskraft Yachthafen
5246000100018,Angestellte Bar Essen Service
5246000200018,Verpflegungskantine Essen Service
5246000300018,Angestellter Essensschalter/in
5246000400018,Attendant Salatbar
5246000500018,Kaffee Food Service Arbeiter/in
5246000600018,Food Service Kiosk Verkäufer/in
5246000700018,Food Service Market Verkäufer/in
5246010000000,"Thekenkraft Cafeteria, Kantine"
5246020000000,Thekenkraft in Café/Bistro
5246030000013,Barista
5249000100018,Autovermieter/in
5249000400018,Persönlicher Käufer/in
5249000700018,Videoverleih-Verkäufer/in
5249010000000,Fahrer/in / Verkaufskraft
5249020000000,Produktpromoter/in
5311001100018,Außerhalb des Schulklubkoordinators
5311010000000,Kinderbetreuer/in
5311020000000,Au-pair
5311040000000,Erzieher/in
5311150000000,Kinderbetreuuer/in außerhalb der Schule
5311160000000,Kindermädchen
5311170000000,Betreuuer/in in Ganztagsbetreuung
5311180000000,Kinderbetreuer/in für Kleinstkinder
5312000900018,Helfer des Lehrers
5312010000000,Assistenzlehrer/in
5312020000000,Schulkinderaufsicht
5312030000000,Betreuuer/in in Vorschule
5321000100018,Begleitende Hebammenklinik oder ein Krankenhaus
5321000300018,Geburtshelfer/in im Krankenhaus
5321002000018,Pflegehilfskraft (Klinik)
5321002100018,Pflegehilfskraft (Krankenhaus)
5321002200018,Pfleger/in
5321010000018,Krankenpflegehelfer/in
5321020000000,Krankenpflegehelfer/in Krankenhaus
5321040000000,Schwangerschaftsbetreuer/in
5321130000000,Pfleger/in in einem Altenheim
5321140000000,Pfleger/in in einer Behinderteneinrichtung
5321160000000,Pfleger/in in einer psychiatrischen Einrichtung
5322000100018,Im Alter von Pflegehelfer/in
5322000200018,Begleiter/in (Altenpflege)
5322000300018,"Begleiter/in (behindert, krank)"
5322000400018,Geburtshelfer/in
5322001700018,Pflegedienst (Zuhause)
5322001800018,Persönlicher Betreuer/in
5322001900016,Sozialarbeiter agogisch
5322010000000,Ambulante(r) Pfleger/in
5322020000013,Familienhelfer/in
5329000100018,Zahnarzthelferin
5329000200018,Assistent für medizinische Bildgebung
5329000500018,Sterilisationshilfe
5329010000000,Pflegedienstleiter/in
5329020000000,Pharmazeutische/r Assistent/in
5329150127600,Krankenpflger/in Krankenhaus
5329160127600,Erste Hilfe Bedienstete
5411000100018,Flugzeugunfälle Feuerwehrmann
5411010000000,Feuerwehrmann/-frau
5411020000000,Oberbrandmeister/in
5411030000000,Waldbrand Feuerwehrmann
5412000100018,Hafenpolizist
5412002300018,Polizeisergeant
5412010000000,Polizist/in
5412020000000,BKA-Mitarbeiter/in
5412030000000,Polizeivollzugsbeamt(er/in) (mittl. Dienst)
5412040000000,Leitende/r Polizeibeamter/Polizeibeamtin
5412050000000,LKA-Mitarbeiter/in
5412060000000,Verkehrspolizist/in
5412070000000,"Zoll, Hafen- oder Bahnpolizist/in"
5413010000000,Strafvollzugsbeamter/in
5413020000000,Leitender Beamter im Strafvollzug
5414000100018,Wächter der Kunstgalerie
5414000200018,Concierge (Hotel)
5414001300018,Nachtwächter/in
5414001400018,Privater Sicherheitsoffizier/in
5414010000000,Wach- und Sicherheitsfachmann/-frau
5414020000000,Skymarshall
5414030000000,Sicherheitsdienstleiter/in
5414040000000,Stadtwächter/in
5414040127600,Wachmann/-frau
5414050000000,Kaufhausbedienstete
5414060000000,Portier/in
5414070000000,Wächter/in Industriebetrieb
5414080000000,Personenschützer/in
5414180000000,Museumswärter/in
5414190000000,Türsteher/in
5414200000000,Hotelpage
5419000100018,Tierkontrolloffizier/in
5419000200018,Vogelschützer/in
5419000300018,Jagdwächter/in
5419001200018,Bademeister/in
5419010000000,Hilfspolizist/in
5419021000000,Tierwächter/in
5419030000000,Angehörige/r der Küstenwache
5419040000000,Rettungsschwimmer/in
5419050000000,Schülerlotse/Schülerlotsin
5419170327600,Strandpolizist/in
6111000100018,Landarbeiter/in (Baumwolle)
6111000300018,Landarbeiter/in (Erdnuss)
6111000400018,Landarbeiter/in (Jute)
6111000500018,Landarbeiter/in (Kartoffel)
6111000600018,Landarbeiter/in (Reis)
6111000700018,Landarbeiter/in (Zuckerrübe)
6111000800018,Landarbeiter/in (Zuckerrohr)
6111000900018,Landarbeiter/in (Tabak)
6111001100018,Landarbeiter/in (Weizen)
6111001200018,Bauer/in (Luzerne)
6111001300018,Bauer/in (Getreide)
6111001400018,Bauer/in (Mais)
6111001500018,Bauer/in (Baumwolle)
6111001700018,Bauer/in (Erdnuss)
6111001800018,Bauer/in (Jute)
6111001900018,Bauer/in (Ölsaaten)
6111002000018,Kartoffelbauer/in
6111002100018,Bauer/in (Reis)
6111002200018,Bauer/in (Sojabohne)
6111002300018,Bauer/in (Zuckerrübe)
6111002400018,Bauer/in (Zuckerrohr)
6111002500018,Bauer/in (Tabak)
6111002700018,Weizenbauer/in
6111002800018,Bewässerungsarbeiter/in
6111003200018,Weidenzüchter/in
6111010000000,Gärtner/in – Gemüsebau
6111020000000,Vorarbeiter/in - Agrarbetrieb
6111030000000,"Landarbeiter/in (Feldfrüchte, Gemüse)"
6112000100018,Baumzüchter/in
6112000200018,Landarbeiter/in (Kakao)
6112000300018,Landarbeiter/in (Kokosnuss)
6112000400018,Landarbeiter/in (Kaffee)
6112000500018,Landarbeiter/in (Kopra)
6112000600018,Landarbeiter/in (Obst)
6112000700018,Landarbeiter/in (hop)
6112000800018,Landarbeiter/in (Obstgarten)
6112000900018,Landarbeiter/in (Gummi)
6112001000016,Landarbeiter/in (Strauchernte)
6112001100018,Landarbeiter/in (Teeplantage)
6112001200018,Landarbeiter/in (Baumernte)
6112001300018,Bauer/in (Kakao)
6112001400018,Bauer/in (Kokosnuss)
6112001500018,Bauer/in (Kaffee)
6112001600018,Bauer/in (Kopra)
6112001700018,Obstbauer/in
6112001800018,"Landwirt, Hopfenanbau"
6112001900018,Bauer/in (Nuss)
6112002000018,Bauer/in (Obstgarten)
6112002100018,Bauer/in (Gummi)
6112002200018,Weinbauer/in
6112002300018,Rebstockschere
6112002400016,Hersteller von Haselnüssen
6112002500018,Ahornsirupklopfer/in
6112002800018,Plantagenarbeiter/in
6112003000018,Gummizapfer/in
6112003100018,Tee-Pflanzer/in
6112003200018,Weinbergarbeiter/in
6112010000000,Baumplantagenzüchter/in
6112030000000,Winzer/in
6112050000000,Vorarbeiter/in - Baumplantagen
6113000200018,Nelkenpflanzer/in
6113000300018,Landarbeiter/in (Pilz)
6113000400018,Blumenzüchter/in
6113000500018,Treibhausarbeiter/in
6113000600018,Landschaftsgärtner/in
6113000700018,Champignonzüchter/in
6113003100018,Baumschulzüchter/in
6113003300018,Osier-Züchter/in
6113003500018,Rosenzüchter/in
6113003600018,Samenzüchter/in
6113003700018,Gewürzzüchter/in
6113003800018,Tulpenzüchter/in
6113003900018,Rasenproduzent
6113020000000,Gartenbauer/in
6113020127600,Zierpflanzengärtner/in
6113040000000,Friedhofsgärtner/in
6113050000000,"Techniker/in – Gartenbau (Garten-, Landschaftsbau)"
6113060000000,Vorarbeiter/in - Gärtner für öffentliche Grünlagen
6113070000000,Blumenbinder/in
6113080000000,"Golfplatzpfleger/in, Greenkeeper"
6113110000000,Bodenarbeiter/in
6113120000000,Arbeiter/in in einem Zuchtbetrieb für Gartenpflanzen
6113990000000,Gärtner/in – Garten- und Landschaftsbau
6114000100018,Landarbeiter/in (gemischte Kulturen)
6114010000000,Züchter/in von Mischkulturen
6121000100018,Katzenzüchter/in
6121000200018,Hundezüchter/in
6121000300018,Landarbeiter/in (Rinder)
6121000400018,Landarbeiter/in (Molkerei)
6121000600018,Landarbeiter/in (Schwein)
6121000700018,Landarbeiter/in (Schafe)
6121000800018,Bauer/in (Alpaka)
6121000900018,Bauer/in (Astrachan)
6121001000018,Bauer/in (Ziege)
6121001100018,Schafhalter/in
6121001300018,Melkmaschinenbediener/in
6121002400018,Gestüt Züchter/in
6121010000000,Erzeuger/in von Milchprodukten
6121020000000,Aufsichtführende/r in einem Viehzuchtbetrieb
6121030000000,Landarbeiter/in (Vieh)
6121040000000,Viehzüchter/in
6121050000000,Kuh- oder Schafhirte / Kuh- oder Schafhirtin
6121060000000,Pferdezüchter/in
6121070000000,Pelzbauer (Haustiere)
6121100000000,Landarbeiter/in (Pelz - Haustiere)
6122000100018,Landarbeiter/in (Geflügel)
6122000200018,Bauer/in (Huhn)
6122000300018,Bauer/in (Ente)
6122000400018,Bauer/in (Eierproduktion)
6122000500018,Bauer/in (Gans)
6122000600018,Bauer/in (Truthahn)
6122010000000,Gefügelzüchter/in
6123000100018,Imkerei Arbeiter/in
6123000300018,Bauer/in (Imkerei)
6123000400018,Bauer/in (Seide)
6123010000000,Imker/in
6129000100018,Vogelzüchter/in
6129000200018,Hirschzüchter/in
6129000300018,Landarbeiter/in (Pelz - nicht-Haustiere)
6129000400018,Landarbeiter/in (Strauß)
6129000500018,Bauer/in (Krokodil)
6129000600018,Bauer/in (Känguru)
6129000700018,Bauer/in (Nicht-Haustiere)
6129000800018,Bauer/in (Strauß)
6129000900018,Pelzbauer (Nicht-Haustiere)
6129001000018,Löwenzüchter/in
6129001300018,Reptilienzüchter/in
6129070000000,Schweinezüchter/in
6129090000000,Stallmeister/in
6129990000000,Sonstige/r Züchter/in von Nutztieren
6130000100018,Landarbeiter/in (alle anderen)
6130000200016,Feldfrüchte- und Fleischerzeuger/in
6210000100018,Holzkohlenbrenner/in
6210000200018,Korkrindenstripper/in
6210000300018,Bezirksförster/in
6210000400018,Holzfloßhersteller/in
6210000600018,Baummarkierung
6210010000000,Forstarbeiter/in
6210010000018,Forstschere
6210020000000,Waldfacharbeiter/in
6210030000000,Köhler/in oder verwandte Tätigkeit
6210040000000,Förster/in
6210050000000,Vorarbeiter/in - Forstbetrieb
6210070000000,Baumschulbetreiber/in
6210080000000,Naturparkaufseher/in
6210090000000,"Strohwarenflechter/in, Schilfschneider/in"
6210210000000,Holzfäller/in
6221000100018,Landarbeiter/in (Auster)
6221000200018,Bauer/in (Aquakultur)
6221000300018,Austernzüchter/in
6221000600018,Pearl Grubber/in
6221000800018,Fischzüchter/in
6221010000000,Algenzüchter/in
6221020000000,Aquakultur Fischzuchtarbeiter/in
6221030000000,Landarbeiter/in (Meeresfrüchte)
6221040000000,Züchter/in von Fisch und Meeresfrüchten
6221990000000,Sonstige Berufe im Bereich Aquakultur
6222000100018,Kapitän Küstengewässer Fischerboot
6222000200018,Fischer in Küstengewässern
6222000300018,Binnenfischereiarbeiter/in
6222010000000,Fischwirt/in - Seen- und Flussfischerei
6222020000000,Küstenfischer/in
6222030000000,Vorarbeiter/in - Fischereibetrieb
6222110000000,Fischzuchtarbeiter/in
6223000100018,Kapitän Hochseefischerboot
6223000200018,Hochseefischer/in
6223000300018,Trawler-Crew-Mitglied
6223000400018,Trawler Skipper/in
6223010000000,Hochseefischereiarbeiter/in
6224000600018,Wal-Harpunier/in
6224000700018,Waljäger/in
6224010000000,"Jäger/in, Fallensteller/in"
6310000100018,Gemüsebauer (Subsistenzlandwirtschaft)
6310010000000,hauptberuflicher Agrarlandwirt/in
6320010000000,hauptberuflicher Viehzüchter/in
6330000100018,Landarbeiter/in (Subsistenzwirtschaft)
6330010000000,Bauer/in mit Tierhaltung
6340000100016,"Hauptberuflicher Fischer, Jäger, Sammler/in"
7111000500018,Hersteller traditioneller Materialien
7111010000000,Baufachmann für Häuser/in
7111020000000,Gebäudesanierer/in
7112000100018,Schornsteinmaurer/in
7112000200018,Bausteinhauer/in
7112000300018,Schamotte-Schicht
7112010000000,Maurer/in
7112010227600,Maurerhelfer/in
7112020000000,Bauwerksmaurer/in
7112050000000,Bediener/in einer Abrichthobelmaschine
7112060000000,Kittarbeiter/in
